aX,aY,aZ,gX,gY,gZ
-1.729,0.062,0.458,-839.111,322.693,395.996
-2.217,0.643,-1.093,-1023.01,219.055,251.648
-2.682,2.567,-4,-957.458,29.48,46.082
-2.307,2.377,-3.977,-521.545,-410.339,-490.54
-1.121,-0.426,-3.28,-234.497,-419.373,-621.948
-0.81,-1.583,-3.626,375.977,-243.835,-607.727
-0.862,-2.942,-3.547,610.413,-257.812,-593.323
-0.785,-3.455,-2.943,751.709,-460.571,-590.21
-0.348,-4,-1.379,702.698,-560.608,-531.067
-0.334,-4,-0.49,596.313,-667.664,-241.272
-0.824,-3.995,1.659,572.327,-648.56,-56.213
-1.024,-3.99,2.6,488.403,-440.552,262.878
-1.243,-3.941,3.048,392.578,-302.856,374.268
-1.424,-3.555,2.633,153.076,-78.064,454.346
-1.551,-1.765,1.681,42.236,-2.502,411.438
-1.339,-1.048,1.32,-139.954,72.388,230.225
-0.688,-0.468,0.728,-191.223,90.393,146.118
-0.354,-0.344,0.446,-216.125,129.517,64.392
0.075,-0.136,-0.129,-204.773,139.16,50.72
0.16,-0.105,-0.409,-152.405,119.69,15.93
0.225,-0.276,-0.779,-118.347,89.294,-11.292
0.25,-0.448,-0.794,-46.692,9.583,-68.359
0.33,-2.756,0.482,93.811,-181.641,38.574
0.357,-3.076,0.824,136.23,-230.286,147.888
0.51,-3.375,1.737,133.484,-222.717,225.281
0.492,-3.224,1.981,0.549,-147.888,416.016
-0.213,-2.355,1.721,-110.84,-114.868,506.287
-0.909,-1.373,2.137,-233.948,14.832,518.127
-1.11,-0.848,2.141,-291.504,146.423,483.154
-1.43,-0.273,1.856,-570.679,304.932,468.018
-2.326,0.766,0.287,-773.193,293.03,429.81
-2.926,1.346,-1.169,-1066.162,125.732,173.523
-3.253,2.529,-3.987,-1010.864,-68.604,-86.67
-2.66,1.871,-3.772,-546.387,-495.422,-650.513
-1.188,-1.161,-2.505,-268.738,-495.911,-766.663
-0.764,-2.152,-2.755,315.735,-238.525,-708.435
-0.572,-3.041,-3.062,548.401,-205.2,-664.49
-0.561,-3.399,-2.62,693.42,-407.104,-612.61
-0.484,-3.992,-1.176,664.123,-527.466,-543.03
-0.548,-4,-0.343,584.839,-656.738,-278.564
-0.736,-4,1.911,554.443,-650.268,-116.516
-0.786,-3.991,2.774,483.032,-410.889,192.383
-0.953,-3.85,2.855,404.297,-255.127,304.138
-1.127,-3.358,2.461,164.49,-44.312,393.433
-1.146,-1.888,1.484,45.837,24.414,367.004
-0.941,-1.4,1.066,-137.451,103.76,240.967
-0.505,-0.899,0.422,-188.477,113.586,182.251
