aX,aY,aZ,gX,gY,gZ
0.019,0.148,0.325,-58.533,-4.028,-40.771
0.07,0.136,0.363,-69.031,-36.072,-56.152
0.142,0.184,0.459,-53.955,-27.832,-48.828
0.122,0.223,0.488,-18.616,10.01,-21.118
0.345,-0.367,2.01,-0.61,37.415,-15.686
0.384,-0.448,2.109,6.531,39.063,-5.676
0.448,-0.594,2.168,-9.949,35.461,-1.404
0.46,-0.607,2.055,-84.045,5.554,16.357
0.31,-0.515,1.771,-113.037,-14.893,27.405
0.209,-0.48,1.691,-107.605,-18.372,31.799
0.192,-0.563,1.584,-87.463,0.549,28.687
0.256,-0.619,1.486,-77.454,31.677,36.072
0.303,-0.552,1.183,-106.018,13.428,41.077
0.261,-0.474,1.076,-191.956,-72.144,32.776
0.224,-0.344,0.926,-211.731,-92.285,26.489
0.209,-0.261,0.824,-184.265,-50.964,38.879
0.145,-0.106,0.586,-155.334,-18.616,49.866
0.093,-0.049,0.525,-127.136,-12.268,45.105
0.033,-0.02,0.542,-140.137,-45.166,21.484
0.047,-0.038,0.57,-161.255,-99.426,-31.616
0.127,-0.043,0.544,-145.813,-93.75,-42.236
0.132,-0.028,0.503,-87.708,-46.814,-26.062
0.046,0.009,0.492,-56.824,-18.188,-10.315
-0.047,0.063,0.507,-46.387,12.39,-2.686
-0.108,0.132,0.437,-81.787,-11.963,-24.109
-0.038,0.116,0.388,-142.883,-76.843,-73.181
0.107,0.104,0.328,-132.568,-73.853,-74.768
0.113,0.127,0.315,-73.181,-22.095,-41.87
-0.006,0.175,0.327,-59.692,-6.592,-30.212
-0.036,0.199,0.343,-80.2,-25.635,-42.175
0.049,0.244,0.362,-90.454,-39.551,-53.467
0.096,0.255,0.358,-76.965,-32.593,-47.302
0.044,0.269,0.39,-57.861,-13.123,-30.762
0.004,0.284,0.419,-26.184,24.78,-5.371
0.546,-0.457,2.17,53.772,78.857,-37.781
0.7,-0.711,2.252,51.392,59.021,-6.653
0.595,-0.889,2.49,19.104,33.325,19.165
0.43,-0.853,2.502,-85.999,-8.057,40.588
0.244,-0.809,2.192,-127.38,-14.282,40.161
0.226,-0.789,1.987,-156.555,-6.165,41.199
0.229,-0.714,1.594,-158.447,2.808,45.532
0.219,-0.666,1.403,-167.236,10.986,61.646
0.164,-0.517,1.065,-180.054,-0.488,66.589
0.133,-0.425,0.935,-208.923,-39.917,59.265
0.112,-0.338,0.677,-210.693,-49.5,51.941
0.116,-0.314,0.574,-172.363,-38.879,43.823
0.117,-0.23,0.511,-147.766,-30.823,41.626
0.119,-0.202,0.505,-142.456,-42.969,23.865
0.122,-0.207,0.464,-155.64,-61.89,7.507
0.125,-0.198,0.45,-159.79,-77.576,-16.479
0.109,-0.101,0.414,-145.02,-64.148,-16.418
0.08,-0.031,0.37,-104.004,-15.137,0.671
-0.001,0.17,0.261,-97.961,-4.395,2.441
-0.034,0.259,0.217,-134.521,-50.903,-30.945
-0.01,0.259,0.2,-148.926,-78.369,-51.575
0.027,0.2,0.23,-118.469,-67.261,-58.472
0.085,0.147,0.288,-90.637,-41.565,-48.889
0.089,0.185,0.289,-53.894,-10.559,-33.02
0.012,0.292,0.294,-47.119,-10.559,-31.799
-0.03,0.315,0.341,-45.776,-28.076,-43.884
-0.038,0.286,0.494,-46.753,-33.508,-49.5
-0.006,0.269,0.551,-46.509,-20.02,-42.969
0.052,0.314,0.592,-45.715,-3.845,-30.579
0.048,0.352,0.557,-39.49,32.654,-3.662
0.364,-0.507,1.992,5.066,52.246,-16.785
0.43,-0.594,2.007,-0.061,57.8,-4.089
0.475,-0.655,1.969,-9.521,51.331,7.141
0.45,-0.674,1.934,-29.663,33.63,24.536
0.412,-0.755,1.876,-33.508,30.823,27.954
0.419,-0.797,1.844,-56.702,23.01,36.682
0.382,-0.803,1.687,-81.848,12.146,41.626
0.332,-0.768,1.571,-118.042,-2.136,51.941
0.254,-0.691,1.355,-120.483,2.014,58.35
0.241,-0.643,1.251,-125.366,17.883,74.097
0.201,-0.44,1.036,-137.451,20.996,82.275
0.161,-0.296,0.921,-186.34,-3.357,81.177
0.084,-0.06,0.687,-215.332,-31.86,67.078
0.074,0.015,0.596,-229.553,-70.129,30.762
0.142,0.11,0.5,-209.473,-67.017,20.02
0.173,0.131,0.464,-149.17,-40.466,22.278
0.122,0.175,0.421,-115.723,-25.208,27.649
0.061,0.22,0.442,-73.303,-9.338,18.982
-0.014,0.28,0.49,-84.351,-25.024,-3.601
0.009,0.254,0.475,-109.497,-53.101,-33.813
0.091,0.115,0.412,-129.639,-87.524,-73.669
0.107,0.046,0.398,-111.633,-79.529,-72.754
0.113,0.008,0.399,-54.749,-30.762,-48.035
0.116,0.023,0.408,-28.809,-1.831,-33.936
0.03,0.115,0.395,-12.207,36.682,-15.625
-0.024,0.149,0.343,-32.043,31.738,-21.79
0.001,0.152,0.283,-88.135,-24.231,-58.838
0.066,0.145,0.287,-96.313,-47.058,-72.571
0.151,0.166,0.321,-65.979,-47.241,-66.956
0.146,0.175,0.346,-26.184,-16.296,-41.321
0.181,-0.327,2.202,10.01,44.373,-5.859
0.296,-0.589,2.352,11.902,55.298,-8.24
0.378,-0.734,2.406,20.264,59.631,-6.409
0.438,-0.894,2.398,8.911,54.932,13.123
0.366,-0.872,2.347,-65.735,33.386,36.499
0.214,-0.77,1.982,-106.75,29.236,40.161
0.203,-0.743,1.692,-127.991,31.494,42.114
0.195,-0.646,1.313,-116.638,42.236,59.753
0.167,-0.528,1.182,-115.417,39.124,68.665
0.12,-0.373,1.038,-161.743,-4.15,62.378
0.073,-0.183,0.783,-192.688,-34.18,48.34
0.12,-0.229,0.697,-214.783,-80.627,13.489
0.228,-0.38,0.639,-202.27,-91.675,2.441
0.234,-0.4,0.643,-157.532,-86.853,-1.465
0.265,-0.393,0.745,-134.705,-67.749,3.357
0.241,-0.307,0.71,-143.555,-29.419,18.982
0.162,-0.202,0.604,-171.448,-28.992,20.935
0.019,-0.006,0.444,-197.876,-39.551,12.39
-0.025,0.039,0.393,-185.913,-34.18,8.057
-0.048,0.067,0.353,-127.991,-4.822,4.028
-0.094,0.199,0.355,-101.624,9.949,1.465
-0.121,0.272,0.328,-107.361,-3.906,-26.428
-0.11,0.2,0.285,-123.596,-28.015,-48.035
-0.055,0.097,0.274,-120.544,-41.382,-70.313
0.079,0.01,0.185,-100.342,-32.227,-66.833
0.133,0.027,0.158,-53.406,-19.104,-48.218
0.136,0.101,0.205,-40.649,-18.982,-41.443
0.089,0.145,0.233,-53.04,-37.476,-46.387
0.04,0.187,0.286,-63.721,-51.331,-54.749
0.078,0.198,0.333,-55.176,-46.326,-54.993
0.232,-0.515,2.037,4.211,30.762,-36.377
0.277,-0.586,2.014,-11.23,61.768,-19.287
0.358,-0.671,1.855,-14.893,79.407,-5.676
0.361,-0.676,1.77,-29.968,78.735,21.973
0.238,-0.621,1.656,-43.396,56.641,29.114
0.184,-0.617,1.599,-62.195,6.226,18.372
0.249,-0.734,1.543,-57.8,-3.784,10.986
0.311,-0.801,1.547,-44.128,13.916,25.635
0.29,-0.757,1.519,-59.265,23.254,39.917
0.208,-0.665,1.421,-141.357,3.052,46.692
0.094,-0.542,1.134,-175.476,-14.526,39.001
0.123,-0.531,1.023,-173.401,-20.325,31.067
0.182,-0.481,0.869,-145.569,-4.883,38.147
0.146,-0.403,0.791,-109.863,22.461,45.593
0.014,-0.27,0.639,-131.165,4.944,26.794
0.02,-0.289,0.606,-197.693,-64.026,-33.203
0.171,-0.371,0.52,-205.139,-72.937,-44.922
0.2,-0.354,0.42,-165.039,-37.109,-17.944
0.099,-0.206,0.254,-133.362,-13.672,2.014
0.012,-0.108,0.229,-87.585,20.142,14.648
-0.085,0.032,0.211,-92.651,15.198,-2.747
-0.046,0.03,0.216,-135.437,-35.461,-56.58
0.132,-0.028,0.243,-141.235,-46.57,-67.749
0.192,-0.039,0.22,-109.131,-19.043,-43.701
0.137,0.02,0.163,-87.463,-3.113,-26.428
0.094,0.065,0.185,-56.824,4.944,-16.052
0.06,0.169,0.335,-50.171,3.723,-18.86
0.048,0.216,0.381,-51.941,8.179,-25.574
0.08,0.268,0.335,-54.993,8.667,-27.588
0.122,0.268,0.32,-50.842,0.183,-26.123
0.32,-0.511,2.122,79.712,72.937,-36.865
