aX,aY,aZ,gX,gY,gZ
-1.287,-1.041,1.177,95.337,-24.414,138.489
-1.214,-1.046,1.154,85.999,-0.732,127.014
-1.130,-0.831,1.022,61.829,0.916,120.117
-1.121,-0.693,0.963,35.828,0.305,107.361
-1.036,-0.378,0.996,37.842,-1.892,99.548
-0.955,-0.222,1.059,33.142,-11.353,75.928
-0.725,-0.015,1.129,18.738,-18.127,58.960
-0.604,0.025,1.124,-17.517,-31.616,25.513
-0.426,0.011,1.073,-26.855,-35.034,13.489
-0.366,-0.039,1.061,-27.710,-35.767,5.188
-0.249,-0.179,1.035,-16.724,-28.015,-4.883
-0.172,-0.236,1.013,-13.794,-23.071,-9.216
0.020,-0.311,0.932,-16.479,-12.329,-14.648
0.099,-0.350,0.892,-17.273,-8.240,-14.709
0.210,-0.413,0.830,-13.062,0.244,-9.094
0.241,-0.421,0.806,-9.888,3.723,-4.211
0.285,-0.403,0.780,-2.625,5.615,4.150
0.301,-0.388,0.777,2.686,5.676,7.202
1.477,-0.545,0.775,25.269,34.851,-18.433
1.676,-0.683,0.727,7.019,33.386,-10.742
1.949,-0.998,0.531,2.502,40.649,2.136
2.020,-1.090,0.404,-1.587,43.274,41.199
2.000,-1.210,0.258,-3.418,27.771,66.223
1.886,-1.257,0.230,-8.118,-23.071,136.902
1.348,-1.179,0.250,-1.160,-48.706,180.176
0.943,-1.054,0.362,49.988,-73.425,252.380
0.132,-0.801,0.773,82.520,-75.439,264.648
-0.184,-0.729,0.969,98.450,-92.590,229.675
-0.622,-0.664,1.254,79.651,-106.689,196.533
-0.781,-0.656,1.333,48.340,-103.333,148.254
-0.968,-0.654,1.332,42.847,-85.876,135.986
-1.014,-0.613,1.284,34.302,-48.401,117.737
-1.036,-0.526,1.106,29.602,-34.607,107.178
-1.021,-0.522,1.004,32.532,-15.259,85.388
-0.931,-0.524,0.853,41.016,-5.615,79.102
-0.857,-0.499,0.812,48.889,1.648,72.571
-0.718,-0.445,0.801,40.527,-5.432,66.711
-0.664,-0.437,0.826,10.559,-32.349,54.321
-0.651,-0.385,0.915,-1.160,-43.213,52.307
-0.653,-0.313,0.969,-7.996,-47.363,51.758
-0.604,-0.135,1.044,-10.071,-44.922,48.584
-0.554,-0.082,1.062,-23.987,-41.992,30.273
-0.448,-0.084,1.079,-31.677,-40.649,18.372
-0.397,-0.107,1.069,-34.912,-25.879,6.470
-0.254,-0.151,0.989,-29.663,-14.587,6.714
-0.179,-0.171,0.932,-17.700,2.136,7.568
-0.046,-0.226,0.851,-17.273,3.601,3.906
