aX,aY,aZ,gX,gY,gZ
0.152,-0.107,1.684,-65.125,587.036,135.315
0.065,-0.014,1.584,-97.595,712.219,179.260
-0.299,0.238,1.418,-111.328,760.010,181.824
-0.486,0.367,1.288,-131.042,855.041,163.879
-0.587,0.586,0.774,-146.912,866.272,143.250
-0.530,0.628,0.539,-184.875,784.668,86.060
-0.445,0.524,0.243,-187.317,744.080,56.335
-0.419,0.477,0.021,-155.823,724.670,8.423
-0.297,0.365,-0.596,-146.545,709.839,-15.625
-0.217,0.075,-1.148,-154.663,642.883,-53.101
-0.219,-0.058,-1.455,-156.921,534.302,-58.716
-0.120,-0.326,-1.975,-145.203,448.242,-45.593
-0.033,-0.383,-2.143,-95.459,231.628,27.161
-0.060,-0.148,-2.045,-58.899,128.906,72.327
-0.146,0.088,-1.797,11.230,3.662,115.479
-0.252,0.485,-1.201,28.687,-19.165,108.643
-0.254,0.570,-0.953,32.227,-16.724,68.481
-0.185,0.542,-0.657,25.940,-4.639,46.753
-0.134,0.466,-0.651,5.859,24.170,7.629
0.058,0.075,0.990,-1.831,-2.991,0.977
0.062,0.073,0.988,-0.732,-3.113,0.427
0.064,0.076,0.986,-0.183,-4.700,1.038
0.062,0.076,0.990,-0.977,-7.080,0.854
0.056,0.073,1.001,-1.099,-7.141,0.366
0.055,0.069,1.002,-0.488,-5.676,-0.671
0.058,0.069,0.997,-0.610,-5.310,-0.610
0.060,0.072,0.994,-1.587,-6.348,0.061
0.060,0.078,0.992,-1.221,-7.141,0.427
0.058,0.075,0.997,1.221,-7.385,1.892
0.053,0.065,1.011,1.953,-7.263,3.296
0.049,0.063,1.019,1.038,-6.226,5.432
0.042,0.064,1.022,0.122,-5.005,5.371
0.049,0.066,1.014,-1.099,-3.235,4.578
0.049,0.068,1.014,-2.625,-2.197,4.761
0.041,0.074,1.009,-3.113,-1.465,5.066
0.039,0.075,1.004,-1.709,-0.305,4.883
0.037,0.078,1.000,-0.977,0.000,4.456
0.036,0.079,1.001,-1.831,-0.610,3.601
0.033,0.081,0.999,-2.563,-1.221,2.686
0.034,0.082,1.000,-2.808,-1.221,0.671
0.037,0.081,0.994,-2.869,-0.916,0.183
0.038,0.080,0.988,-1.404,-1.831,0.122
0.042,0.084,0.990,-0.244,-2.808,0.549
0.043,0.084,0.990,0.427,-4.272,1.831
0.043,0.082,0.992,0.061,-5.737,3.235
0.035,0.083,1.001,-0.244,-6.042,3.113
0.033,0.081,1.004,-0.977,-6.897,0.793
0.038,0.066,0.999,-0.916,-7.507,0.305
0.038,0.062,0.999,0.000,-7.874,3.113
0.015,0.165,0.987,-2.258,0.732,0.244
0.021,0.163,0.986,-1.404,0.610,0.549
0.020,0.161,0.984,0.183,0.732,0.732
0.021,0.161,0.985,0.427,0.671,0.061
