aX,aY,aZ,gX,gY,gZ
0.132,-0.101,1.011,0.305,-1.953,-1.648
0.126,-0.099,1.007,-0.366,-1.343,-0.427
0.123,-0.099,1.004,-0.427,-0.122,1.465
0.116,-0.095,0.998,-0.061,-0.061,2.258
0.111,-0.092,1.001,1.099,-0.305,2.808
0.105,-0.088,1.006,1.160,-0.122,2.808
0.105,-0.087,1.004,-0.183,0.061,2.502
0.107,-0.086,1.001,-0.854,-0.916,1.282
0.107,-0.083,1.006,-0.854,-1.648,0.916
0.108,-0.087,1.010,-1.282,-1.465,1.099
0.108,-0.089,1.011,-1.648,-0.854,1.465
0.107,-0.087,1.009,-2.380,-0.183,1.099
0.108,-0.090,0.999,-2.563,-0.793,0.488
0.102,-0.088,1.005,-2.380,-2.136,-0.061
0.099,-0.084,1.006,-2.319,-1.587,0.000
0.098,-0.078,1.003,-1.831,0.061,-0.122
0.098,-0.075,1.009,-0.610,0.488,-0.793
0.095,-0.064,1.022,-0.488,0.671,-0.793
0.091,-0.054,1.024,-1.709,1.038,-0.916
0.073,-0.027,1.024,-2.319,0.916,-1.099
0.062,-0.016,1.028,-1.526,-0.854,-1.526
0.065,0.004,1.037,-0.427,-2.625,-1.648
0.084,0.019,1.036,0.000,-6.104,1.404
0.140,0.069,1.024,-2.075,-6.897,5.127
0.160,0.109,1.006,-9.338,-5.127,16.663
0.177,0.187,0.945,-11.292,-2.380,22.644
0.053,0.021,1.008,0.122,4.578,-3.357
0.055,0.021,1.008,2.625,4.639,-3.967
0.057,0.026,1.005,3.662,5.615,-3.540
0.059,0.028,0.998,4.639,6.531,-2.563
0.062,0.037,0.995,5.127,5.859,-2.136
0.061,0.044,1.000,5.371,5.310,-1.831
0.062,0.048,1.004,3.540,4.944,-1.892
0.066,0.045,1.003,1.831,4.089,-2.502
0.080,0.033,1.009,0.366,1.099,-4.395
0.083,0.031,1.017,1.038,0.305,-4.639
0.079,0.027,1.022,2.869,2.686,-2.869
0.074,0.028,1.022,3.357,4.761,-1.465
0.067,0.028,1.026,2.747,4.639,-1.648
0.067,0.027,1.026,-0.061,3.906,-2.258
0.067,0.024,1.018,-1.526,3.662,-2.441
0.068,0.022,1.013,-3.357,3.113,-2.502
0.073,0.017,1.008,-3.418,2.502,-2.319
0.076,0.016,1.007,-1.648,2.197,-1.526
0.085,0.015,1.006,-0.549,2.502,-1.099
0.091,0.017,1.007,0.793,3.357,-0.549
0.095,0.021,1.005,0.977,3.784,0.061
0.095,0.028,1.003,1.770,4.639,1.221
0.095,0.031,1.003,2.014,4.517,1.221
0.098,0.037,1.003,1.892,1.648,0.000
0.100,0.037,1.005,3.418,-0.671,-1.038
0.105,0.035,1.008,4.883,-0.366,-0.366
0.107,0.034,1.011,6.104,1.160,1.892
0.104,0.032,1.010,5.554,1.526,2.930
0.102,0.035,1.006,4.639,1.038,3.906
0.094,0.039,1.002,4.822,0.793,3.906
0.003,0.108,1.012,-1.099,1.648,-4.944
0.002,0.107,1.007,-0.122,2.991,-6.287
0.008,0.095,1.004,0.366,2.808,-7.263
0.019,0.087,1.015,-0.854,0.061,-9.155
0.039,0.076,1.038,-3.296,-0.916,-9.094
0.042,0.077,1.037,-8.545,0.854,-6.775
0.038,0.087,1.006,-9.827,2.625,-5.554
0.036,0.090,0.991,-7.935,3.601,-4.578
0.047,0.084,0.992,-5.859,2.686,-4.700
0.055,0.082,1.004,-3.113,0.916,-4.028
0.059,0.088,1.014,-2.563,1.221,-2.930
0.055,0.097,1.000,-2.502,3.296,-0.366
0.054,0.098,0.992,-2.747,3.906,0.488
0.054,0.097,0.987,-1.709,3.784,1.770
0.050,0.100,0.986,-0.427,3.784,2.625
0.040,0.104,0.984,2.014,2.869,3.418
0.034,0.104,0.989,3.052,1.587,3.174
0.020,0.103,1.004,5.066,1.404,3.052
0.014,0.101,1.007,4.883,3.906,3.540
0.010,0.102,1.002,4.028,4.150,3.174
0.011,0.101,1.001,3.052,2.197,1.038
0.021,0.090,1.009,2.625,0.732,-0.122
0.029,0.085,1.014,1.465,-2.075,-1.892
0.042,0.082,1.023,0.671,-2.380,-2.075
0.046,0.083,1.023,-0.610,-0.793,-1.770
0.055,0.081,1.021,-0.793,0.061,-1.770
0.062,0.076,1.025,-1.831,-0.183,-2.014
0.070,0.072,1.024,-2.502,-0.488,-0.916
0.067,0.080,1.016,-2.136,0.183,0.061
0.063,0.084,1.009,-2.258,2.197,2.258
0.052,0.006,1.037,-5.920,-10.864,-17.334
0.047,0.014,1.039,-6.531,-1.953,-9.460
0.030,0.032,1.010,-7.629,0.671,-7.507
0.030,0.034,0.995,-7.751,-3.723,-10.681
0.039,0.036,1.009,-7.141,-8.301,-12.695
0.043,0.034,1.018,-7.080,-11.780,-12.146
0.043,0.035,1.013,-7.202,-10.742,-9.460
0.039,0.036,1.004,-4.700,-6.165,-3.296
0.032,0.039,0.995,-2.747,-3.967,-0.916
0.028,0.040,0.992,-0.061,-3.113,0.549
0.025,0.043,1.007,0.183,-4.578,0.244
0.020,0.046,1.015,-1.099,-6.775,0.977
0.011,0.046,1.011,-1.099,-6.348,1.648
0.011,0.045,1.008,1.099,-4.150,2.625
0.015,0.044,1.013,1.709,-3.418,3.296
0.017,0.045,1.014,0.061,-3.845,3.662
0.013,0.053,1.010,-0.671,-4.578,2.930
0.011,0.058,1.008,0.427,-3.906,0.977
0.010,0.056,1.000,0.977,-3.174,0.732
0.009,0.053,0.996,1.892,-2.319,2.075
0.012,0.048,1.001,2.808,-1.770,2.808
0.012,0.049,1.006,3.784,-0.244,4.578
0.008,0.055,1.009,3.235,0.427,5.371
0.005,0.058,1.005,0.610,0.549,6.287
0.001,0.066,0.983,0.183,0.488,5.981
0.007,0.056,0.983,3.174,-0.916,3.601
0.008,0.050,0.996,5.249,-2.014,3.113
0.008,0.044,1.006,7.568,-1.770,4.578
0.008,0.046,1.017,7.324,-1.099,5.554
0.012,0.050,1.015,4.700,-1.038,6.042
-0.021,0.080,0.984,2.991,1.953,7.629
-0.020,0.075,0.988,5.371,0.427,6.897
-0.018,0.064,1.011,5.920,0.000,6.836
-0.018,0.060,1.023,3.540,0.854,8.057
-0.037,0.065,1.026,2.014,2.197,8.911
-0.045,0.070,1.021,2.258,4.761,8.118
-0.045,0.073,1.017,3.235,5.127,6.714
-0.041,0.070,1.017,3.052,5.127,4.700
-0.034,0.064,1.016,1.343,4.272,4.211
-0.038,0.070,1.014,-4.089,1.038,3.357
-0.042,0.075,1.005,-5.615,1.465,2.808
-0.044,0.082,0.989,-3.540,2.502,2.380
-0.042,0.083,0.988,1.404,3.052,0.671
-0.033,0.085,1.002,3.052,2.319,-0.488
-0.025,0.080,1.014,3.296,1.221,-2.563
-0.008,0.067,1.032,1.343,1.099,-2.808
-0.007,0.072,1.015,-4.456,1.709,-1.587
-0.009,0.078,0.998,-5.249,2.869,-1.099
-0.005,0.084,0.980,-3.845,2.380,-1.404
-0.003,0.087,0.979,-1.038,0.854,-1.160
-0.004,0.095,0.978,0.244,1.282,-0.427
-0.004,0.094,0.973,1.831,3.662,0.854
0.004,0.090,0.970,1.648,3.479,1.099
0.005,0.092,0.975,0.305,0.427,1.221
0.002,0.096,0.990,0.977,-0.244,0.977
-0.001,0.099,0.997,3.662,0.916,0.305
-0.004,0.102,1.002,4.272,1.343,-0.305
-0.003,0.099,1.003,4.028,1.953,-0.488
-0.001,0.100,1.011,3.723,3.052,0.305
-0.001,0.104,1.015,2.197,6.042,1.953
0.075,0.090,1.005,-0.305,2.808,-1.099
0.077,0.088,1.005,3.601,5.310,-0.732
0.088,0.080,1.009,4.272,5.310,-0.671
0.090,0.082,1.008,1.526,1.953,-0.244
0.088,0.081,1.008,0.061,-0.854,-0.732
0.087,0.078,1.012,-1.160,-5.249,-2.197
0.077,0.079,1.023,-1.770,-5.920,-2.075
0.065,0.089,1.018,-3.296,-3.479,-0.854
0.062,0.090,1.008,-3.723,-0.671,-2.991
0.064,0.098,0.989,-3.540,-1.465,-5.127
0.061,0.102,0.983,-1.892,-3.906,-6.714
0.048,0.106,0.983,0.000,-3.479,-7.812
0.043,0.099,0.983,1.282,-0.244,-10.315
0.040,0.091,0.973,-0.061,1.343,-11.353
0.045,0.088,0.961,-1.221,2.747,-13.611
0.056,0.080,0.951,-0.671,1.465,-13.855
0.063,0.084,0.980,0.610,-2.991,-12.695
0.065,0.079,0.995,3.296,-2.686,-11.597
0.073,0.072,1.014,4.211,-1.343,-10.803
0.078,0.072,1.021,3.723,-0.366,-9.827
0.093,0.073,1.031,2.502,-1.038,-10.010
0.099,0.069,1.034,-0.183,-2.991,-9.705
0.100,0.065,1.034,-1.221,-3.052,-8.911
0.097,0.066,1.030,-2.075,-1.770,-6.714
0.087,0.080,1.024,-2.075,-1.099,-5.615
0.084,0.085,1.021,-2.014,0.305,-5.371
0.081,0.085,1.010,-2.380,0.793,-4.883
0.074,0.089,0.999,-3.357,1.465,-2.747
0.071,0.094,0.994,-3.357,1.770,-2.075
0.065,0.098,0.984,-2.380,2.258,-2.014
0.006,0.029,1.017,-4.944,0.610,3.296
-0.015,0.055,0.999,-4.395,3.906,3.784
-0.018,0.061,0.993,-6.592,3.357,1.526
-0.020,0.067,0.996,-8.118,1.282,0.122
-0.021,0.067,0.996,-7.874,1.099,-0.977
-0.021,0.079,0.993,-6.470,2.319,-1.526
-0.018,0.084,0.990,-3.357,3.601,-4.578
-0.007,0.089,0.985,-2.197,3.418,-6.287
0.002,0.090,0.985,-1.343,2.319,-8.972
0.006,0.088,0.984,-0.610,0.488,-10.925
0.014,0.082,0.991,0.305,-0.366,-11.475
0.017,0.079,1.001,1.038,-1.709,-10.559
0.021,0.083,1.022,0.366,-1.343,-9.155
0.019,0.087,1.018,-0.793,1.526,-7.690
0.028,0.081,1.000,-0.305,1.526,-8.423
0.039,0.072,1.005,0.122,-4.578,-11.230
0.054,0.052,1.028,-0.549,-8.118,-11.536
0.049,0.048,1.038,-1.526,-8.972,-6.531
0.042,0.052,1.035,-1.709,-5.676,-2.136
0.031,0.070,1.006,-2.014,2.014,3.967
0.029,0.078,0.991,-1.343,1.709,3.418
0.029,0.083,0.985,-0.305,0.000,2.441
0.028,0.082,0.989,1.526,-1.404,2.380
0.020,0.088,0.996,1.526,-1.465,3.235
0.013,0.098,0.999,0.488,-0.183,4.395
-0.004,0.116,0.995,0.610,1.526,4.089
-0.011,0.123,0.991,2.502,3.357,1.892
-0.010,0.133,0.989,3.479,2.625,0.916
-0.005,0.136,0.994,5.493,-0.610,0.732
0.009,0.145,1.014,6.226,-1.587,1.404
0.017,-0.021,1.048,-0.916,-0.916,-2.808
0.013,-0.014,1.047,-1.099,1.282,-0.305
0.006,-0.007,1.035,-2.075,2.930,1.282
-0.000,0.001,1.010,-3.906,3.174,1.648
0.005,-0.001,1.010,-3.601,1.404,0.366
0.009,-0.007,1.020,-2.869,-2.502,-1.526
0.008,-0.014,1.041,-3.601,-3.052,-1.282
0.007,-0.013,1.039,-5.615,-2.869,-0.549
0.011,-0.012,1.039,-5.737,-3.296,0.671
0.016,-0.012,1.038,-6.287,-2.075,2.258
0.015,-0.006,1.023,-8.667,2.686,6.104
0.008,0.009,0.976,-8.667,3.784,6.653
0.008,0.010,0.964,-4.395,0.549,3.967
0.006,0.007,0.982,-1.465,-1.282,2.747
0.001,0.009,0.994,2.441,0.183,3.235
-0.012,0.015,1.006,3.113,1.831,3.723
-0.018,0.020,1.006,2.869,2.563,2.686
-0.020,0.021,1.009,3.296,2.014,1.343
-0.016,0.017,1.018,4.272,0.000,-2.441
-0.012,0.012,1.043,3.540,-1.160,-4.272
-0.015,0.010,1.049,1.160,-1.465,-7.019
-0.016,0.010,1.051,0.366,-0.732,-7.874
-0.012,0.013,1.051,-2.014,0.977,-9.583
0.010,0.012,1.030,-3.723,1.648,-10.559
